img_id,Melanoma,Z_feature_a,Z_feature_b,Z_feature_c
PAT_997_14_40.png,0,1.530422377317125,-0.4572768625011514,-0.2619857912412751
PAT_1286_999_824.png,0,-0.8696970336320594,-0.4453445395088043,3.914298600003668
PAT_123_187_164.png,0,0.8630566524351261,-0.1832246903044763,-0.3728382793995448
PAT_1181_659_231.png,0,1.5403833211325355,0.7319702791306432,-0.1478736682645034
PAT_115_177_622.png,0,1.3739895690412118,0.1009723545580616,-0.2737350506428355
PAT_1333_1177_261.png,0,-1.2607047753242298,-0.5659724909084968,0.0604233726046736
PAT_1749_3288_409.png,0,2.6779743402197744,-0.5380505095828709,-0.2957808286332557
PAT_1431_1495_511.png,0,0.9206947343003724,0.479251808700385,-0.3652716705398588
PAT_2070_4430_290.png,0,-0.3491055185036344,0.0607701454409549,-0.3771383088131985
PAT_118_180_500.png,0,-0.3145872278604981,0.0846837176466031,-0.2790543265266794
PAT_981_1848_906.png,0,3.4633165284624954,-0.5624404208233834,-0.3189759672155144
PAT_1701_3135_5.png,0,-1.185128696689619,-0.4725352070641136,-0.3597155301233902
PAT_1722_3214_672.png,0,-0.5301643334110948,-0.4671541973156424,-0.1463702373419866
PAT_1783_3414_120.png,0,-0.6197462519524073,-0.4601868136017654,-0.2625503170347699
PAT_901_1716_497.png,0,-0.6852222117181186,-0.4884143794677285,-0.3934060866989111
PAT_1804_3469_628.png,0,0.1488296347013449,-0.3198649282703778,-0.3825666690626295
PAT_821_1547_77.png,0,-0.5809488487150857,-0.5189221164595506,-0.3777225388672229
PAT_1070_305_907.png,0,-1.2291409933456674,-0.5535855403669666,-0.3475986632814183
PAT_1364_1246_583.png,0,-0.6607579763658528,-0.5304284866735813,-0.3759757284613608
PAT_1304_1079_859.png,0,0.6663491807476509,-0.1576968021970415,-0.3346584440530072
PAT_282_433_934.png,0,1.6635390200797415,3.231167532463721,-0.332122873002556
PAT_559_1093_774.png,0,-0.6070374756305579,-0.4564947709781965,-0.0684038984741315
PAT_1249_862_658.png,0,-1.0317369544766002,-0.459909093589721,-0.3141347235533552
PAT_192_295_164.png,0,-0.7527008332786744,-0.3881462099958879,-0.3724003821191642
PAT_1094_381_85.png,0,3.780837057512991,-0.5467569438389441,-0.3698558633918528
PAT_1549_1882_230.png,0,0.5423254459436752,0.6104120628077454,-0.1122560305999245
